,0,1
0,121.63638250682831,31.200993985332712
1,121.63667159709571,31.200974964185022
2,121.63643566190287,31.20091254909815
3,121.63670255516014,31.20121866307807
4,121.6366964894043,31.20061681092258
5,121.63653877975227,31.20082953496674
6,121.63644779341456,31.200523419727702
7,121.63718174987206,31.20035739070916
8,121.63633860980934,31.20010315820984
9,121.63615663713394,31.199926751584314
10,121.63612024259884,31.200274376090626
11,121.63602925626114,31.200341825473718
12,121.63689665934723,31.200455970474056
13,121.63616270288979,31.20035739070916
14,121.63724214413195,31.200271426870106
15,121.63651657592838,31.200310831519374
16,121.63701756349754,31.200576812472725
17,121.59143477622473,31.19897524324537
18,121.59137131613855,31.199049881075855
19,121.59179967172035,31.19932129087211
20,121.59146650626785,31.199518062487517
21,121.59134751860624,31.19956555902302
22,121.59152203384328,31.199307720400782
23,121.59167275154795,31.19900916953926
24,121.5920614445759,31.1990973778464
25,121.5914903038002,31.19928736469016
26,121.59187106431732,31.19900238428145
27,121.59214076968365,31.19888024955781
28,121.59203764704357,31.19883275267825
29,121.5918155367419,31.19888703482437
30,121.59161722397256,31.19904309582095
31,121.59142684371399,31.199328076107047
32,121.59131132943878,31.198935884723525
33,121.59119614745592,31.19871420622012
34,121.59132272829416,31.198675409152532
35,121.59125409647606,31.198650948304053
36,121.59127125443058,31.198699869994662
37,121.59133416693052,31.19873411516305
38,121.59127697374876,31.198621595277533
39,121.59111683283979,31.198895556504173
40,121.59120262261247,31.198729222996892
41,121.59132272829416,31.19876346815466
42,121.59086518284002,31.198817281948944
43,121.59156865897577,31.19841612383697
44,121.59149430783948,31.19840144728889
45,121.59116912406219,31.198720231469217
46,121.59113989405974,31.198667100847093
47,121.59089143903893,31.198498332790656
48,121.59109239530576,31.19881399131786
49,121.59111797155792,31.19889837510216
50,121.59108874155544,31.198910876397147
51,121.5910010515481,31.198667100847093
52,121.5912275840671,31.19869522882722
53,121.59116912406219,31.198704604818765
54,121.59128604407199,31.198635847526035
55,121.59103028155056,31.19864209819107
56,121.5915746903462,31.198451452721553
57,121.63682611711776,31.20022739415426
58,121.63670684346658,31.200374759406987
59,121.63670684346658,31.20017638305176
60,121.63710773546082,31.20027557128137
61,121.6370514117922,31.20026423548897
62,121.6366805941048,31.20051221485393
63,121.63728401561428,31.200503564421922
64,121.63706826714159,31.200128711607857
65,121.63687948722804,31.20017484741897
66,121.63684745578549,31.20015907688834
67,121.63727165813818,31.200182336304497
68,121.63715473056659,31.200112558038853
69,121.63736411249712,31.200168380655494
70,121.63705139922428,31.200135817466464
71,121.636874648244,31.20021955135849
72,121.63678481308409,31.199985939230427
73,121.63077042587837,31.19967834451269
74,121.63076880397635,31.199559034761386
75,121.63084016766615,31.19951464039688
76,121.63084016766615,31.19951464039688
77,121.63091153135595,31.19943278823276
78,121.63109480628658,31.19945776008695
79,121.63118401089886,31.19957845728927
80,121.6311613042703,31.199694992373015
81,121.63116292617231,31.199797654113542
82,121.63097802933964,31.199789330192793
83,121.63099100455595,31.19956874602583
84,121.63102019879273,31.199517415045282
85,121.63093423798456,31.199517415045282
86,121.63085314288249,31.199517415045282
87,121.63098613884985,31.199507703775566
88,121.63100235787023,31.199453598111692
89,121.63115481666212,31.19948966855772
90,121.63120509562538,31.19946747136179
