,0,1
0,31.24276919,121.3672676
1,31.24238387,121.3678284
2,31.24245665,121.3674679
3,31.24275421,121.3679311
4,31.24263219,121.3675805
5,31.2423502,121.3673107
6,31.2425905,121.3679342
7,31.24267994,121.3679442
8,31.2423602,121.3673457
9,31.29525166,121.5418682
10,31.29627917,121.5423674
11,31.29498025,121.5406204
12,31.29470883,121.5409153
13,31.29573634,121.5440917
14,31.29426292,121.5422993
15,31.29639549,121.5419817
16,31.28809286,121.5365363
17,31.28850857,121.5355866
18,31.28825123,121.5359341
19,31.28767715,121.5361889
20,31.28710307,121.5358182
21,31.28759797,121.5369765
22,31.28720205,121.5362584
23,31.28935979,121.5357487
24,31.40545892,121.199466
25,31.40585867,121.2006369
26,31.40176118,121.2005198
27,31.40615847,121.2038569
28,31.43203329,121.3115625
29,31.43171984,121.3112372
30,31.43489213,121.309918
31,31.43056005,121.3095981
32,31.43325483,121.3161144
33,31.43414171,121.3085987
34,31.43448281,121.3090384
35,31.43247029,121.3131961
36,31.43178807,121.3118768
37,31.29508007,121.4707042
38,31.29417394,121.4701344
39,31.29451231,121.4698374
40,31.29525953,121.4701344
41,31.29414191,121.4698942
42,31.29518902,121.4713403
43,31.29403844,121.4707973
44,31.29442815,121.4708408
45,31.21974974,121.4746283
46,31.21958488,121.4748981
47,31.21918784,121.4749064
48,31.21917366,121.4754536
49,31.21890424,121.4750971
50,31.21949271,121.4753541
51,31.21872699,121.4747157
52,31.21889715,121.4756277
53,31.19354085,121.1819508
54,31.19248444,121.1815941
55,31.19257834,121.1833779
56,31.19311829,121.1820606
57,31.19447987,121.182335
58,30.73318636,121.3236649
59,30.73108981,121.3233225
60,30.73219327,121.3252481
61,30.73234039,121.3238788
